File_Name,no_of_images,Base_Call_no,Call_no_letter,Call_no_number,Item_number,Series,Main_Entry,Dates_Covered,Dates_Written,Places,Language,Summary_Notes,Arrangement,Item_dateYear,Filing_year,Month,Day,Item_Title,no_pages,no_pieces,Abstract_Summary_of_item,placeTerm,Additional_Notes,Metadata,Sarah_Proofing_Notes,recpt,fulldate
ksrl_sc_ms23_D.6.19_001.TIF,1,MS23,D,6,19,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1881?,,,,Letter to Theodore Watts-Dunton,1,1,"Thursday; Begins: ""I shall be extremely glad—""; Mounted.",,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1933",
ksrl_sc_ms23_D.6.19_002.TIF,1,MS23,D,6,19 verso,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1881,1881,3,16,Envelope addressed to W. T. Watts [Theodore Watts-Dunton],1,1,Chelsea; Mr 16 81 [postmark]. Mounted.,England--London,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1934",1881-03-16
ksrl_sc_ms23_D.6.20_001.TIF,1,MS23,D,6,20,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1881?,,,,Letter to Theodore Watts-Dunton,1,1,"Wednesday; Begins: ""I hope Saturday may suit you—"" Mounted.",,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1935",
ksrl_sc_ms23_D.6.20_002.TIF,1,MS23,D,6,20 verso,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1881,1881,,,Envelope addressed to W. T. Watts [Theodore Watts-Dunton],1,1,[1881?] Mounted.,,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1936",1881
ksrl_sc_ms23_D.6.21_001.TIF & ksrl_sc_ms23_D.6.21_002.TIF,2,MS23,D,6,21,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1881?,,,,Letter to Theodore Watts-Dunton,3,1,"Friday; Begins: ""I am very sorry not to see—""; Mounted.",,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1937",
ksrl_sc_ms23_D.6.22_001.TIF & ksrl_sc_ms23_D.6.22_002.TIF,2,MS23,D,6,22,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1880?,,,,Letter to Theodore Watts-Dunton,1,1,"Sunday [1880 Jan 11?]; Begins: ""I should like to see you with respect to the mesmerism—Rummy noises in the ceiling tonight."" On mourning paper; mounted.",,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1938",
ksrl_sc_ms23_D.6.23_001.TIF & ksrl_sc_ms23_D.6.23_002.TIF,2,MS23,D,6,23,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to Theodore Watts-Dunton,3,1,"Wednesday; Begins: ""We have now fully arranged—""; Mounted.",,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1939",
ksrl_sc_ms23_D.6.23_003.TIF,1,MS23,D,6,23 verso,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Envelope addressed to W. T. Watts [Theodore Watts-Dunton],1,1,[not sent by post]; mounted.,,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1940",
ksrl_sc_ms23_D.6.24_001.TIF,1,MS23,D,6,24,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to Theodore Watts-Dunton,1,1,"Tuesday; Begins: ""I hope you mean to look in—""; Mounted.",,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",C,,"Watts-Dunton, Theodore, 1832-1941",
ksrl_sc_ms23_D.6.24_002.TIF,1,MS23,D,6,24 verso,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Envelope addressed to W. T. Watts [Theodore Watts-Dunton],1,1,[not sent by post]; mounted.,,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1942",
ksrl_sc_ms23_D.6.25_001.TIF & ksrl_sc_ms23_D.6.25_002.TIF & ksrl_sc_ms23_D.6.25_003.TIF,3,MS23,D,6,25,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to Theodore Watts-Dunton,3,1,"Wednesday; Begins: ""Would Saturday suit—""; Mounted.",,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1943",
ksrl_sc_ms23_D.6.26_001.TIF & ksrl_sc_ms23_D.6.26_002.TIF,2,MS23,D,6,26,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to Theodore Watts-Dunton,1,1,"Begins: ""You seem to have taken away Vol II of Skeat—""; Mounted.",,"Provenance: Purchase: Emily Driscoll, 1956. Rose Morgan Fund. Mounted on separate leaves cut out of an album. The numbers were written on the leaves by a former owner or bookseller. Letters seem to go with the envelope preceding them as a rule: i.e. 12v probably goes with 13.",Y,,"Watts-Dunton, Theodore, 1832-1944",
ksrl_sc_ms23_D.7.1_001.TIF & ksrl_sc_ms23_D.7.1_002.TIF,2,MS23,D,7,1,"Rossetti, Dante Gabriel, 1828-1882","W. & D. Downey, Photographers",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,after 1872,1872,,,Signed photograph of Dante Gabriel Rossetti on card,2,1,"Signed photograph of Dante Gabriel Rossetti on card, copyright of W. & D. Downey, ""Photographers to Her Majesty,"" 9. Eldon Square, Newcastle on Tyne; London Studio, 61 Ebury St., Eaton Square. Date speculated to be after 1872, when Ebury St. studio was opened.",,Provenance: Gift: Paden List 3 (C.26),Y,,,1872
ksrl_sc_ms23_D.8.1_001.TIF & ksrl_sc_ms23_D.8.1_002.TIF,2,MS23,D,8,1,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1868?,1868,,,Letter to Mrs Coronio [Aglaia Coronio],1,1,"Thursday [annotated 1868 in purple]. On 16 Cheyne Walk letterhead; Begins: ""Many thanks for your very kind invitation—""",England--London,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1868
ksrl_sc_ms23_D.8.2_001.TIF & ksrl_sc_ms23_D.8.2_002.TIF & ksrl_sc_ms23_D.8.2_003.TIF,3,MS23,D,8,2,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1869?,1869,8,,Letter to Mrs Coronio [Aglaia Coronio],2,1,"Monday [annotated Aug 1869 in purple]; Begins: ""As I judge from your note that—""",,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1869-8
ksrl_sc_ms23_D.8.3_001.TIF & ksrl_sc_ms23_D.8.3_002.TIF & ksrl_sc_ms23_D.8.3_003.TIF,3,MS23,D,8,3,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1869,1869,8,22,Letter to Mrs Coronio [Aglaia Coronio],3,1,"1869 Aug 22. Penkill Castle, Girvan Ayrshire; Begins: ""Your kind letter has followed me. I have fled hither for the purpose of shooting nothing--not even the moon--—"" [p. 3 annotated in pencil by a later hand]",Scotland--Girvan,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1869-08-22
ksrl_sc_ms23_D.8.4_001.TIF & ksrl_sc_ms23_D.8.4_002.TIF & ksrl_sc_ms23_D.8.4_003.TIF,3,MS23,D,8,4,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1870?,1870,12,,Letter to Mrs Coronio [Aglaia Coronio],2,1,"Saturday [Dec. 1870 in purple]; Begins: ""Many thanks for your kind note. I need not trouble—""",,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1870-12
ksrl_sc_ms23_D.8.5_001.TIF & ksrl_sc_ms23_D.8.5_002.TIF & ksrl_sc_ms23_D.8.5_003.TIF,3,MS23,D,8,5,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1871?,1871,12,,Letter to Mrs Coronio [Aglaia Coronio],3,1,"Sunday [Dec. 1871 in purple]; Begins: ""What a wretch of wretches—""",,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1871-12
ksrl_sc_ms23_D.8.6_001.TIF & ksrl_sc_ms23_D.8.6_002.TIF & ksrl_sc_ms23_D.8.6_003.TIF,3,MS23,D,8,6,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1878,1878,2,29,Letter to Mrs Coronio [Aglaia Coronio],4,1,"1878 Feb 29 [Mar 1878 in purple], Cheyne Walk.",England--London,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1878-02-29
ksrl_sc_ms23_D.8.7_001.TIF & ksrl_sc_ms23_D.8.7_002.TIF & ksrl_sc_ms23_D.8.7_003.TIF,3,MS23,D,8,7,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1878?,1878,3,,Letter to Mrs Coronio [Aglaia Coronio],2,1,"Tuesday [Mar 1878 in purple]; Begins: ""Thanks for your note. As you do not think it likely—""",,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1878-03
ksrl_sc_ms23_D.8.8_001.TIF & ksrl_sc_ms23_D.8.8_002.TIF & ksrl_sc_ms23_D.8.8_003.TIF,3,MS23,D,8,8,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1880?,1880,8,,Letter to Mrs Coronio [Aglaia Coronio],4,1,"Saturday [Aug 1880 in purple]; Begins: ""The frame arrived yesterday—""",,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1880-08
ksrl_sc_ms23_D.8.9_001.TIF & ksrl_sc_ms23_D.8.9_002.TIF & ksrl_sc_ms23_D.8.9_003.TIF,3,MS23,D,8,9,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1880?,1880,9,,Letter to Mrs Coronio [Aglaia Coronio],3,1,"Sunday [Sept 1880 in purple]. Cheyne Walk; Begins: ""If you have not left town yet—""",England--London,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1880-09
ksrl_sc_ms23_D.8.10_001.TIF & ksrl_sc_ms23_D.8.10_002.TIF & ksrl_sc_ms23_D.8.10_003.TIF,3,MS23,D,8,10,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1880?,1880,10,,Letter to Mrs Coronio [Aglaia Coronio],2,1,"Wednesday [Oct 1880 in purple]; Begins: ""A few days after I last saw you—""",,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1880-10
ksrl_sc_ms23_D.8.11_001.TIF & ksrl_sc_ms23_D.8.11_002.TIF & ksrl_sc_ms23_D.8.11_003.TIF,3,MS23,D,8,11,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1880?,1880,10,,Letter to Mrs Coronio [Aglaia Coronio],2,1,"Tuesday [Oct 1880 in purple], Cheyne Walk; Begins: ""It strikes me to trouble you—""",England--London,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1880-10
ksrl_sc_ms23_D.8.12_001.TIF & ksrl_sc_ms23_D.8.12_002.TIF & ksrl_sc_ms23_D.8.12_003.TIF,3,MS23,D,8,12,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1880?,1880,12,,Letter to Mrs Coronio [Aglaia Coronio],2,1,"Tuesday [?] [Dec 1880 in purple]; Begin: ""Shall I hope to see you Saturday—""",,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1880-12
ksrl_sc_ms23_D.8.13_001.TIF & ksrl_sc_ms23_D.8.13_002.TIF & ksrl_sc_ms23_D.8.13_003.TIF,3,MS23,D,8,13,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1881,1881,12,18,Letter to Mrs Coronio [Aglaia Coronio],3,1,"1881 Dec 18, Cheyne Walk; [Amanuensis: Theodore Watts.]",England--London,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1881-12-18
ksrl_sc_ms23_D.8.14_001.TIF & ksrl_sc_ms23_D.8.14_002.TIF & ksrl_sc_ms23_D.8.14_003.TIF,3,MS23,D,8,14,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1868?,1868,6,17,Letter to Mrs Coronio [Aglaia Coronio],2,1,"17 June, Thursday, Cheyne Walk; Begins: ""I asked you lately whether you had or knew of any Indian muslin—""",England--London,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1868-06-17
ksrl_sc_ms23_D.8.15_001.TIF & ksrl_sc_ms23_D.8.15_002.TIF & ksrl_sc_ms23_D.8.15_003.TIF,3,MS23,D,8,15,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,9,24,Letter to Mrs Coronio [Aglaia Coronio],3,1,"24 Sept; Begins: ""I would be very glad of another visit—""",,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",186?-09-24
ksrl_sc_ms23_D.8.16_001.TIF & ksrl_sc_ms23_D.8.16_002.TIF & ksrl_sc_ms23_D.8.16_003.TIF,3,MS23,D,8,16,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to Mrs Coronio [Aglaia Coronio],2,1,"Thursday; Begins: ""Thanks for kind trouble. The drawing—""",,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",
ksrl_sc_ms23_D.8.17_001.TIF & ksrl_sc_ms23_D.8.17_002.TIF & ksrl_sc_ms23_D.8.17_003.TIF,3,MS23,D,8,17,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1868?,1868,7,,Letter to Mrs Coronio [Aglaia Coronio],3,1,"Monday. On Cheyne Walk paper; Begins: ""I find I cannot get at present to the picture of La Pia—""",England--London,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1868-7
ksrl_sc_ms23_D.8.18_001.TIF & ksrl_sc_ms23_D.8.18_002.TIF,2,MS23,D,8,18,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1868?,1868,,,Letter to Mrs Coronio [Aglaia Coronio],1,1,"Wednesday; Begins: ""I find after all it will be impracticable—""",,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1868
ksrl_sc_ms23_D.8.19_001.TIF & ksrl_sc_ms23_D.8.19_002.TIF & ksrl_sc_ms23_D.8.19_003.TIF,3,MS23,D,8,19,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1880?,1880,,,Letter to Mrs Coronio [Aglaia Coronio],2,1,"Thursday; Begins: ""Thanks for your note. I will duly write to your brother—""",,Provenance: Purchase: Walter R. Benjamin. 16315. 25 April 1958.,Y,,"Coronio, Aglaia",1880
ksrl_sc_ms23_D.9.1_001.TIF & ksrl_sc_ms23_D.9.1_002.TIF,2,MS23,D,9,1,"Rossetti, Dante Gabriel, 1828-1882","Ford, Ford Madox, 1873-1939",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1881,1881,3,16,Postcard from Ford Madox Ford to Dante Gabriel Rossetti,2,1,"1881 March 16, 37 Fitzroy Square W. Begins: Then let us say Saturday next---""",England--London,Provenance: Gift: William D. Paden?,Y,,"Rosetti, Dante Gabriel, 1828-1882",1881-03-16
ksrl_sc_ms23_D.9.2_001.TIF & ksrl_sc_ms23_D.9.2_002.TIF,2,MS23,D,9,2,"Rossetti, Dante Gabriel, 1828-1882","Ruskin, John, 1819-1900 [?]",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1854,1854,8,23,Envelope only [from Ruskin?],1,1,"1854 Aug 23. Chamonix. Envelope only. Annotated in pencil on verso ""Ruskin's writing.""",France--Chamonix-Mont-Blanc,Provenance: Gift: William D. Paden?,Y,,,1854-08-23
ksrl_sc_ms23_D.10.1_001.TIF & ksrl_sc_ms23_D.10.1_002.TIF & ksrl_sc_ms23_D.10.1_003.TIF,3,MS23,D,10,1,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,1875,,,Letter to S. J. B. Haydon,4,1,"Tuesday; Begins: ""I shall be glad to see you when you can—"" Sketch of watch-chain.",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",1875
ksrl_sc_ms23_D.10.2_001.TIF & ksrl_sc_ms23_D.10.2_002.TIF & ksrl_sc_ms23_D.10.2_003.TIF,3,MS23,D,10,2,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,1875,,,Letter to S. J. B. Haydon,4,1,"Tuesday; Begins: ""The chain you mentioned—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",1875
